ncid,vote_method_2020
AL189623,Absentee
AL190140,In-Person
AL190373,Absentee
AL190849,In-Person
AL190965,Absentee
AL191881,Absentee
AL192807,Absentee
AL193874,Absentee
AL194056,Absentee
AL194126,Absentee
AL194282,Absentee
AL194405,Absentee
AL194426,Absentee
AL194716,Absentee
AL194830,Absentee
AL195819,Absentee
AL195829,Absentee
AL196471,Absentee
AL196516,Absentee
AL196842,Absentee
AL197264,Absentee
AL197276,In-Person
AL197338,Absentee
AL197663,In-Person
AL197940,In-Person
AL198894,Absentee
AL199448,Absentee
AL199712,Absentee
AL200064,Absentee
AL200066,Absentee
AL200803,Absentee
AL201748,Absentee
AL201884,Absentee
AL202327,Absentee
AL202340,Absentee
AL202628,Absentee
AL203129,Absentee
AL204170,Absentee
AL204196,In-Person
AL20439,Absentee
AL204848,Absentee
AL205133,In-Person
AL205363,Absentee
AL205390,Absentee
AL205455,Absentee
AL205457,Absentee
AL205565,Absentee
AL205576,Absentee
AL206469,Absentee
AL206573,Absentee
AL206612,Absentee
AL206805,Absentee
AL207080,In-Person
AL207157,Absentee
AL207293,Absentee
AL207987,Absentee
AL208003,In-Person
AL208300,Absentee
AL208455,Absentee
AL208692,Absentee
AL209003,Absentee
AL209159,Absentee
AL209414,Absentee
AL209642,Absentee
AL209905,Absentee
AL210094,Absentee
AL210095,Absentee
AL210299,Absentee
AL21096,Absentee
AL21097,Absentee
AL211300,Absentee
AL212138,Absentee
AL212744,Absentee
AL213443,In-Person
AL213588,Absentee
AL213735,Absentee
AL213752,Absentee
AL213859,Absentee
AL214043,Absentee
AL214455,Absentee
AL214459,Absentee
AL215188,Absentee
AL215342,Absentee
AL215725,Absentee
AL215897,Absentee
AL215936,Absentee
AL216024,Absentee
AL216443,Absentee
AL216447,Absentee
AL216849,Absentee
AL217590,Absentee
AL217793,Absentee
AL218089,Absentee
AL219426,Absentee
AL219836,Absentee
AL220191,Absentee
AL220445,Absentee
AL220457,Absentee
AL220877,Absentee
AL221048,Absentee
AL222051,Absentee
AL222148,Absentee
AL222237,Absentee
AL222444,Absentee
AL222692,Absentee
AL222816,Absentee
AL223113,Absentee
AL223123,Absentee
AL223145,Absentee
AL223461,Absentee
AL223462,Absentee
AL223501,Absentee
AL223607,Absentee
AL224050,Absentee
AL224828,Absentee
AL224848,Absentee
AL225397,Absentee
AL225465,Absentee
AL225506,Absentee
AL225565,Absentee
AL226056,Absentee
AL227006,Absentee
AL227449,Absentee
AL227627,Absentee
AL227718,Absentee
AL227735,Absentee
AL227909,Absentee
AL227979,Absentee
AL228759,Absentee
AL228811,Absentee
AL230078,Absentee
AL230196,Absentee
AL230402,Absentee
AL230448,Absentee
AL230934,Absentee
AL231090,Absentee
AL231190,Absentee
AL231284,Absentee
AL231288,Absentee
AL231578,Absentee
AL231777,Absentee
AL234650,Absentee
AL234665,Absentee
AL234693,Absentee
AL235324,Absentee
AL235566,Absentee
AL235907,Absentee
AL235984,Absentee
AL236057,Absentee
AL237252,Absentee
AL237456,Absentee
AL237585,Absentee
AL237756,Absentee
AL240022,Absentee
AL240182,Absentee
AL240303,Absentee
AL240782,Absentee
AL241744,Absentee
AL242928,Absentee
AL242945,Absentee
AL243305,Absentee
AL243450,Absentee
AL244118,Absentee
AL244951,Absentee
AL244957,Absentee
AL245179,In-Person
AL245183,Absentee
AL245348,Absentee
AL245350,Absentee
AL245679,Absentee
AL246326,Absentee
AL246388,Absentee
AL247038,Absentee
AL247736,Absentee
AL247919,Absentee
AL247926,Absentee
AL247948,Absentee
AL248087,Absentee
AL248097,Absentee
AL248612,Absentee
AL249034,Absentee
AL249566,Absentee
AL249711,Absentee
AL249768,Absentee
AL249872,Absentee
AL249939,Absentee
AL250186,Absentee
AL250307,Absentee
AL25065,Absentee
AL250799,Absentee
AL251188,Absentee
AL251199,Absentee
AL251247,Absentee
AL251298,Absentee
AL251306,Absentee
AL251508,Absentee
AL251599,Absentee
AL251659,Absentee
AL251700,Absentee
AL25225,Absentee
AL252434,Absentee
AL252439,Absentee
AL253019,Absentee
AL253074,Absentee
AL254290,Absentee
AL254316,Absentee
AL254985,Absentee
AL254990,Absentee
AL255631,Absentee
AL255789,Absentee
AL256444,Absentee
AL256890,Absentee
AL257892,Absentee
AL258170,Absentee
AL258351,Absentee
AL258354,Absentee
AL258456,Absentee
AL258636,Absentee
AL259428,Absentee
AL259476,Absentee
AL259479,Absentee
AL259504,Absentee
AL259553,Absentee
AL259652,Absentee
AL259964,In-Person
AL260185,Absentee
AL260386,Absentee
AL260434,Absentee
AL261047,Absentee
AL261859,Absentee
AL262076,Absentee
AL262238,Absentee
AL262408,Absentee
AL262632,Absentee
AL262775,Absentee
AL262883,Absentee
AL262932,Absentee
AL262942,Absentee
AL263896,Absentee
AL264026,Absentee
AL264102,Absentee
AL264927,Absentee
AL264942,Absentee
AL265013,Absentee
AL265817,Absentee
AL265902,Absentee
AL266012,Absentee
AL266271,Absentee
AL266316,Absentee
AL266574,Absentee
AL266713,Absentee
AL267055,Absentee
AL267362,Absentee
AL267487,Absentee
AL267873,Absentee
AL268411,Absentee
AL268987,Absentee
AL269108,Absentee
AL269112,Absentee
AL269116,Absentee
AL269518,Absentee
AL269617,Absentee
AL269618,Absentee
AL269727,Absentee
AL269857,Absentee
AL269976,Absentee
AL270127,Absentee
AL270432,Absentee
AL270778,Absentee
AL270784,Absentee
AL270803,Absentee
AL270955,Absentee
AL271312,Absentee
AL271970,Absentee
AL271976,Absentee
AL272161,Absentee
AL272481,Absentee
AL272840,Absentee
AL272916,Absentee
AL273438,Absentee
AL273462,Absentee
AL273750,Absentee
AL274444,Absentee
AL274537,Absentee
AL274564,Absentee
AL274746,Absentee
AL275285,Absentee
AL275879,Absentee
AL276109,Absentee
AL276799,Absentee
AL277034,Absentee
AL277075,Absentee
AL278302,Absentee
AL278549,Absentee
AL278816,Absentee
AL279181,Absentee
AL279459,Absentee
AL279849,Absentee
AL280026,Absentee
AL280062,Absentee
AL281661,Absentee
AL281884,Absentee
AL282535,Absentee
AL282646,Absentee
AL282765,Absentee
AL282794,Absentee
AL282990,Absentee
AL283160,Absentee
AL283706,Absentee
AL283917,Absentee
AL284065,Absentee
AL284132,Absentee
AL284184,Absentee
AL284243,Absentee
AL284251,Absentee
AL284619,Absentee
AL284806,Absentee
AL284960,Absentee
AL285075,Absentee
AL28513,Absentee
AL285287,Absentee
AL285816,Absentee
AL285948,In-Person
AL286742,Absentee
AL286754,Absentee
AL286846,Absentee
AL287384,Absentee
AL287508,Absentee
AL287682,Absentee
AL287886,Absentee
AL287979,Absentee
AL287991,Absentee
AL288178,Absentee
AL288296,Absentee
AL288383,Absentee
AL288476,Absentee
AL289336,Absentee
AL289347,Absentee
AL289625,Other
AL290159,Absentee
AL290295,Absentee
AL290928,Absentee
AL291183,Absentee
AL291224,Absentee
AL291334,Absentee
AL291409,Absentee
AL291410,Absentee
AL291420,Absentee
AL291458,Absentee
AL291473,Absentee
AL291575,Absentee
AL291580,Absentee
AL291687,Absentee
AL292350,Absentee
AL292851,Absentee
AL29321,Absentee
AL293985,Absentee
AL294099,Absentee
AL294915,Absentee
AL295394,Absentee
AL29550,Absentee
AL295991,Absentee
AL296095,Absentee
AL296146,Absentee
AL296213,Absentee
AL29644,Absentee
AL296793,Absentee
AL296987,Absentee
AL297769,Absentee
AL297815,Absentee
AL298009,Absentee
AL298869,Absentee
AL298874,Absentee
AL298944,Absentee
AL299867,Absentee
AL300013,Absentee
AL300166,Absentee
AL300259,Absentee
AL300788,Absentee
AL300905,Absentee
AL301025,Absentee
AL301049,Absentee
AL301199,Absentee
AL301803,Absentee
AL301851,Absentee
AL301949,Absentee
AL302134,Absentee
AL302275,Absentee
AL302305,Absentee
AL302317,Absentee
AL302371,Absentee
AL302416,Absentee
AL302593,Absentee
AL302803,Absentee
AL303474,Absentee
AL303534,Absentee
AL303605,Absentee
AL303741,In-Person
AL304017,Absentee
AL304087,Absentee
AL304152,Absentee
AL304788,Absentee
AL304963,Absentee
AL305036,Absentee
AL305055,Absentee
AL305359,Absentee
AL305376,Absentee
AL305695,Absentee
AL306231,Absentee
AL306617,Absentee
AL306740,Absentee
AL307378,Absentee
AL307670,Absentee
AL309071,Absentee
AL309881,Absentee
AL309892,Absentee
AL310293,Absentee
AL312730,Absentee
AL313183,Absentee
AL313316,Absentee
AL314858,Absentee
AL314963,Absentee
AL318123,Absentee
AL318367,Absentee
AL319633,Absentee
AL320194,Absentee
AL320689,Absentee
AL321518,Other
AL322067,Absentee
AL322411,In-Person
AL322504,Absentee
AL322569,Absentee
AL322854,Absentee
AL322961,Absentee
AL323235,Absentee
AL323489,Absentee
AL323518,Absentee
AL323532,Absentee
AL324259,Absentee
AL325330,Absentee
AL325791,Absentee
AL326356,Absentee
AL326436,Absentee
AL326859,Absentee
AL327163,Absentee
AL327626,Absentee
AL328527,Absentee
AL328584,Absentee
AL329047,Absentee
AL330818,Absentee
AL332380,Absentee
AL332742,Absentee
AL332748,Absentee
AL332972,Absentee
AL333599,Absentee
AL334228,Absentee
AL334583,Absentee
AL334646,Absentee
AL334715,Absentee
AL335979,Absentee
AL33742,Absentee
AL33743,Absentee
AL337565,Absentee
AL338241,Absentee
AL338256,Absentee
AL338404,Absentee
AL338946,Absentee
AL341259,Absentee
AL341282,Absentee
AL341725,Absentee
AL341882,Absentee
AL342256,Absentee
AL342499,Absentee
AL342500,Absentee
AL343053,Absentee
AL344156,Absentee
AL344210,Absentee
AL344419,Absentee
AL345209,Absentee
AL345876,Absentee
AL345877,Absentee
AL345901,Absentee
AL346238,Absentee
AL346411,Absentee
AL346881,Absentee
AL347839,Absentee
AL347896,Absentee
AL348735,Absentee
AL349530,Absentee
AL350116,Absentee
AL350236,Absentee
AL350595,Absentee
AL350798,Absentee
AL351840,Absentee
AL352368,Absentee
AL352938,Absentee
AL354251,Absentee
AL354336,Absentee
AL356192,In-Person
AL356674,Absentee
AL357335,Absentee
AL357543,Absentee
AL357560,Absentee
AL359273,Absentee
AL359554,Absentee
AL359699,Absentee
AL359768,Absentee
AL41490,Absentee
AL4203,Absentee
AL4477,Absentee
AL50644,Absentee
AL50738,Absentee
AL53056,Absentee
AL53115,Absentee
AL53959,Absentee
AL5479,Absentee
AL56459,Absentee
AL59195,In-Person
AL59473,Absentee
AL60425,Absentee
AL60697,Absentee
AL70909,Absentee
AL71022,Absentee
AL75844,Absentee
AL76891,Absentee
AL76911,In-Person
AL77538,Absentee
AL77887,Absentee
AL80379,Absentee
AL82011,Absentee
AL82012,Absentee
AL83496,Absentee
AL86830,Absentee
AL87806,Absentee
AL88902,Absentee
AL90790,Absentee
AL91502,Absentee
AL93668,Absentee
AL94715,Absentee
AL96156,In-Person
AL99377,Absentee
AM100472,Absentee
AM100580,Absentee
AM100820,Absentee
AM100924,Absentee
AM101359,Absentee
AM102187,Absentee
AM103710,Absentee
AM103895,Absentee
AM105051,Absentee
AM105146,Absentee
AM105383,Absentee
AM108618,Absentee
AM109148,Absentee
AM10955,Absentee
AM10959,Absentee
AM110776,Absentee
AM17616,Absentee
AM18354,Absentee
AM2179,Absentee
AM24254,Absentee
AM29837,Absentee
AM33542,Absentee
AM33863,Absentee
AM34375,Absentee
AM35964,Absentee
AM38163,Absentee
AM38210,Absentee
AM39510,Absentee
AM39511,Absentee
AM43245,Absentee
AM44605,Absentee
AM45433,Absentee
AM52166,Absentee
AM53963,Absentee
AM54311,Absentee
AM55915,Absentee
AM57299,Absentee
AM59307,Absentee
AM61785,Other
AM64833,Absentee
AM64936,Absentee
AM65101,Absentee
AM65182,Absentee
AM67677,Absentee
AM67826,Absentee
AM68487,Absentee
AM71542,Absentee
AM73013,Absentee
AM73058,Absentee
AM73438,Absentee
AM74130,Absentee
AM74172,Absentee
AM75127,Absentee
AM76488,Absentee
AM77234,Absentee
AM79968,In-Person
AM80352,Absentee
AM80882,In-Person
AM81298,Absentee
AM81851,Absentee
AM82338,Absentee
AM83000,Absentee
AM83048,Absentee
AM83819,Absentee
AM84339,Absentee
AM84372,Absentee
AM84392,Absentee
AM84559,Absentee
AM84625,Absentee
AM84821,Absentee
AM85774,Absentee
AM91851,Absentee
AM91954,Absentee
AM92518,Absentee
AM93014,Absentee
AM93474,Absentee
AM93610,Absentee
AM93754,Absentee
AM94314,Absentee
AM94489,Absentee
AM94576,In-Person
AM95494,Absentee
AM95651,Absentee
AM96156,In-Person
AM96201,Absentee
AM96748,Absentee
AM97953,Absentee
AM98489,Absentee
AM98845,Absentee
AM99257,Absentee
AM99467,Absentee
AM99686,Absentee
AM99693,Absentee
AM99743,Absentee
AN102610,Absentee
AN103984,Absentee
AN104633,Absentee
AN105516,Absentee
AN106740,Absentee
AN108769,Absentee
AN109480,Absentee
AN112094,Absentee
AN112097,Absentee
AN112465,Absentee
AN114166,Absentee
AN114258,Absentee
AN115239,Absentee
AN115526,Absentee
AN115846,Absentee
AN115941,Absentee
AN116158,Absentee
AN116904,In-Person
AN117252,Absentee
AN118028,Absentee
AN118049,Absentee
AN118139,Absentee
AN118226,Absentee
AN118538,Absentee
AN121634,Absentee
AN121913,Absentee
AN123213,Absentee
AN125544,Absentee
AN126641,Absentee
AN128138,Absentee
AN128761,Absentee
AN129544,Absentee
AN130048,Absentee
AN130300,Absentee
AN132833,Absentee
AN132856,Absentee
AN132870,Absentee
AN132980,Absentee
AN133816,In-Person
AN134638,Absentee
AN136041,Absentee
AN137069,In-Person
AN138596,Absentee
AN138677,In-Person
AN139338,Absentee
AN139989,Absentee
AN140165,Absentee
AN140246,Absentee
AN140925,Absentee
AN141683,Absentee
AN142371,Absentee
AN143925,Absentee
AN144605,Absentee
AN145114,Absentee
AN145201,Absentee
AN145225,Absentee
AN145235,Absentee
AN145400,Absentee
AN145406,In-Person
AN145884,Absentee
AN145959,Absentee
AN146062,Absentee
AN146863,Absentee
AN147058,Absentee
AN153317,Absentee
AN153399,Absentee
AN155679,Absentee
AN158253,Absentee
AN158586,Absentee
AN158632,Absentee
AN158856,Absentee
AN159047,Absentee
AN159620,Absentee
AN159973,In-Person
AN160492,In-Person
AN160983,Absentee
AN161112,Absentee
AN162458,Absentee
AN162587,In-Person
AN162875,In-Person
AN163863,Absentee
AN163959,In-Person
AN164596,Absentee
AN164669,Absentee
AN165519,Absentee
AN166439,Absentee
AN166773,Absentee
AN167562,Absentee
AN167877,Absentee
AN168000,Absentee
AN168009,Absentee
AN168035,Absentee
AN168172,In-Person
AN168713,Absentee
AN168957,In-Person
AN168983,Absentee
AN169149,Absentee
AN169229,Absentee
AN169329,Absentee
AN169452,Absentee
AN169535,Absentee
AN169634,Absentee
AN169701,Absentee
AN169784,Absentee
AN169842,Absentee
AN170958,Absentee
AN171319,Absentee
AN171528,Absentee
AN171909,Absentee
AN172248,Absentee
AN172652,Absentee
AN172914,In-Person
AN173899,Absentee
AN173906,Absentee
AN175761,Absentee
AN176547,Absentee
AN177314,Absentee
AN177486,Absentee
AN178784,Absentee
AN178902,Absentee
AN179385,Absentee
AN179686,Absentee
AN179862,Absentee
AN180121,In-Person
AN180218,Absentee
AN180424,Absentee
AN181067,Absentee
AN181267,Absentee
AN182011,Absentee
AN182146,Absentee
AN182521,Absentee
AN182703,In-Person
AN183378,Absentee
AN183416,Absentee
AN183940,Absentee
AN185710,Absentee
AN186065,Absentee
AN186355,Absentee
AN186648,Absentee
AN187265,Absentee
AN187616,Absentee
AN187764,Absentee
AN188157,Absentee
AN189041,Absentee
AN189550,Absentee
AN190191,Absentee
AN191835,Absentee
AN192023,Absentee
AN193167,Absentee
AN193239,Absentee
AN193736,Absentee
AN193738,Absentee
AN194317,Absentee
AN194621,Absentee
AN194799,Absentee
AN195151,Absentee
AN195251,Absentee
AN196386,Absentee
AN196538,Absentee
AN196644,Absentee
AN197967,Absentee
AN197968,Absentee
AN198011,In-Person
AN198071,Absentee
AN198219,Absentee
AN198260,Absentee
AN199505,Absentee
AN199540,Absentee
AN201061,Absentee
AN201791,Absentee
AN203251,In-Person
AN203868,Absentee
AN204294,Absentee
AN204589,In-Person
AN205558,Absentee
AN205695,Absentee
AN205754,Absentee
AN206221,Absentee
AN206517,Absentee
AN206520,Absentee
AN206528,In-Person
AN206742,Absentee
AN206898,Absentee
AN206927,Absentee
AN207346,Absentee
AN209024,Absentee
AN209027,Absentee
AN209995,Absentee
AN210713,Absentee
AN210922,Absentee
AN211337,Absentee
AN211455,Absentee
AN211520,Absentee
AN212033,Absentee
AN212129,Absentee
AN212270,Absentee
AN213376,Absentee
AN214122,In-Person
AN215162,Absentee
AN215272,Absentee
AN216480,Absentee
AN217247,Absentee
AN220861,Absentee
AN221143,In-Person
AN222878,Absentee
AN224055,Absentee
AN224056,In-Person
AN227199,Absentee
AN229383,Absentee
AN23050,Absentee
AN231315,Absentee
AN23596,Absentee
AN237162,Absentee
AN237887,Absentee
AN237948,Absentee
AN23995,Absentee
AN24014,Absentee
AN38666,In-Person
AN47801,Absentee
AN47810,Absentee
AN48322,Absentee
AN54097,Absentee
AN56709,Absentee
AN57801,Absentee
AN61748,Absentee
AN71352,Absentee
AN75179,Absentee
AN76669,Absentee
AN78012,In-Person
AN84842,Absentee
AN85112,In-Person
AN85696,Absentee
AN85922,Absentee
AN86142,Absentee
AN89159,Absentee
AN93350,Absentee
AN93928,Absentee
AN94878,Absentee
AN95119,Absentee
AN97068,Absentee
AN99681,Absentee
AP15047,Absentee
AP21380,Absentee
AP21400,Absentee
AP2732,Absentee
AP38950,Absentee
AP41038,Absentee
AP52574,Absentee
AP52583,Absentee
AP52878,Absentee
AP53774,Absentee
AP54158,Absentee
AP55865,Absentee
AP57082,Absentee
AP58188,Absentee
AP58308,Absentee
AP59879,Absentee
AP61030,Absentee
AP62613,Absentee
AP62919,In-Person
AP63349,Absentee
AP66312,Absentee
AP66475,Absentee
AP67440,Absentee
AP67653,Absentee
AP68695,Absentee
AP69404,Absentee
AP70517,Absentee
AP71379,Absentee
AP75504,Absentee
AP76490,Absentee
AP77405,Absentee
AP79155,Absentee
AP79892,Absentee
AP81721,Absentee
AP81895,Absentee
AP83109,Absentee
AP83423,Absentee
AP83739,Absentee
AP86068,Absentee
AP87101,Absentee
AP87354,In-Person
AP87920,Absentee
AP88955,Absentee
AP89916,Absentee
AP90160,In-Person
AP90176,Absentee
AP90828,In-Person
AP91402,Absentee
AP91433,Absentee
AP91525,Absentee
AP91781,Absentee
AP91975,Absentee
AP94751,Absentee
AP95886,Absentee
AP95984,Absentee
AR10052,Absentee
AR10861,Absentee
AR11175,Absentee
AR11469,Absentee
AR11491,Absentee
AR11492,Absentee
AR11604,Absentee
AR13048,Absentee
AR13163,Absentee
AR13391,Absentee
AR13573,Absentee
AR13735,Absentee
AR14440,Absentee
AR14469,Absentee
AR14610,Absentee
AR15249,In-Person
AR16129,Absentee
AR16162,Absentee
AR6179,Absentee
AR7262,Absentee
AR9355,Absentee
AS100616,Absentee
AS101257,Absentee
AS19839,Absentee
AS21060,Absentee
AS23189,Absentee
AS23593,Absentee
AS26012,Absentee
AS27068,Absentee
AS29063,Absentee
AS29098,Absentee
AS29513,Absentee
AS29612,Absentee
AS3272,Absentee
AS33116,Absentee
AS33650,Absentee
AS33651,Absentee
AS36343,Absentee
AS37838,Absentee
AS39099,Absentee
AS4316,Absentee
AS43262,Absentee
AS4371,Absentee
AS43966,Absentee
AS44409,Absentee
AS4611,Absentee
AS46207,Absentee
AS48176,Absentee
AS48755,Absentee
AS48874,Absentee
AS5020,Absentee
AS50593,Absentee
AS50597,Absentee
AS50787,Absentee
AS51427,Absentee
AS51573,Absentee
AS51827,Absentee
AS52523,Absentee
AS53100,Absentee
AS53302,Absentee
AS53407,Absentee
AS53861,In-Person
AS54192,Absentee
AS55537,Absentee
AS56079,Absentee
AS56365,Absentee
AS56660,In-Person
AS57467,Absentee
AS57565,Absentee
AS57703,Absentee
AS57760,Absentee
AS58147,In-Person
AS58218,Absentee
AS58343,Absentee
AS58461,Absentee
AS5910,Absentee
AS59225,Absentee
AS59870,Absentee
AS59910,Absentee
AS60094,In-Person
AS60326,Absentee
AS60369,In-Person
AS60574,In-Person
AS60956,Absentee
AS61082,Absentee
AS61352,Absentee
AS61673,In-Person
AS61758,Absentee
AS61763,Absentee
AS61769,In-Person
AS62681,In-Person
AS62773,Absentee
AS63035,Absentee
AS63498,Absentee
AS65427,Absentee
AS65735,Absentee
AS65868,Absentee
AS66185,Absentee
AS66756,Absentee
AS67230,Absentee
AS67359,Absentee
AS67471,Absentee
AS67489,Absentee
AS67490,Absentee
AS67648,Absentee
AS67847,Absentee
AS68493,Absentee
AS69216,Absentee
AS69218,Absentee
AS69292,Absentee
AS69374,Absentee
AS69604,Absentee
AS70344,Absentee
AS70357,Absentee
AS70422,Absentee
AS70622,Absentee
AS70978,Absentee
AS71016,Absentee
AS71167,Absentee
AS71223,Absentee
AS71365,Absentee
AS71455,Absentee
AS71486,Absentee
AS71630,Absentee
AS71641,Absentee
AS71752,Absentee
AS71775,Absentee
AS72381,Absentee
AS72468,Absentee
AS72903,Absentee
AS73272,Absentee
AS7366,Absentee
AS74152,Absentee
AS74286,Absentee
AS74732,Absentee
AS76960,In-Person
AS77024,Absentee
AS77370,Absentee
AS78698,Absentee
AS79173,In-Person
AS79204,Absentee
AS79230,Absentee
AS79277,In-Person
AS79397,Absentee
AS79883,In-Person
AS79982,Absentee
AS80103,Absentee
AS80599,Absentee
AS80676,Absentee
AS80739,In-Person
AS80871,Absentee
AS81080,Absentee
AS81295,Absentee
AS81381,Absentee
AS81511,In-Person
AS81607,Absentee
AS81844,Absentee
AS82457,Absentee
AS83796,Absentee
AS83884,Absentee
AS84269,Absentee
AS84729,Absentee
AS85245,Absentee
AS85618,Absentee
AS86099,Absentee
AS86266,Absentee
AS86409,In-Person
AS86411,Absentee
AS86458,Absentee
AS86722,In-Person
AS86820,Absentee
AS87183,Absentee
AS87647,Absentee
AS87717,Absentee
AS88225,Absentee
AS88238,Absentee
AS89309,Absentee
AS89599,Absentee
AS89647,Absentee
AS89656,Absentee
AS89785,Absentee
AS89989,Absentee
AS90065,Absentee
AS90734,Absentee
AS90768,Absentee
AS91153,Absentee
AS91594,Absentee
AS91962,Absentee
AS92130,Absentee
AS93084,Absentee
AS93748,Absentee
AS94367,Absentee
AS95660,Absentee
AS95918,Absentee
AS95986,Absentee
AS96873,In-Person
AS96962,Absentee
AS97281,Absentee
AS98965,Absentee
AS99985,Absentee
AT11005,Absentee
AT11848,Absentee
AT14620,Absentee
AT15133,Absentee
AT15485,Absentee
AT15503,Absentee
AT16379,Absentee
AT16600,Absentee
AT16692,In-Person
AT16946,In-Person
AT17354,In-Person
AT17475,Absentee
AT18264,Absentee
